issue_key,issue_inicio,issue_fin,release_name,release_quarter,release_squad,release_tribu
PROJ-11169,2025-12-02,2025-12-21,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11170,2025-04-24,2025-10-02,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11171,2025-10-30,2025-11-07,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11172,2025-12-16,2025-12-30,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11173,2025-08-11,2025-11-20,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11174,2025-09-24,2025-12-07,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11175,2025-02-23,2025-06-08,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11176,2025-04-15,2025-10-23,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11177,2025-01-25,2025-03-31,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11178,2025-04-18,2025-09-28,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11179,2025-07-08,2025-12-07,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11180,2025-05-21,2025-08-26,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11181,2025-10-07,2025-12-07,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11182,2025-08-19,2025-12-17,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11183,2025-06-27,2025-07-18,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11184,2025-04-29,2025-05-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11185,2025-05-10,2025-10-04,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11186,2025-06-20,2025-08-24,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11187,2025-11-13,2025-12-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11188,2025-08-19,2025-09-15,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11189,2025-05-05,2025-12-25,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11190,2025-03-20,2025-09-22,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11191,2025-03-10,2025-08-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11192,2025-04-24,2025-12-25,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11193,2025-08-12,2025-09-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11194,2025-05-27,2025-09-12,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11195,2025-05-22,2025-07-05,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11196,2025-03-19,2025-11-04,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11197,2025-03-11,2025-12-01,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11198,2025-01-11,2025-10-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11199,2025-10-03,2025-10-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11200,2025-11-06,2025-12-05,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11201,2025-01-27,2025-12-11,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11202,2025-09-19,2025-12-25,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11203,2025-09-03,2025-11-01,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11204,2025-04-09,2025-12-20,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11205,2025-10-05,2025-11-15,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11206,2025-01-29,2025-07-23,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11207,2025-07-06,2025-10-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11208,2025-07-27,2025-11-02,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11209,2025-06-12,2025-06-26,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11210,2025-09-30,2025-12-26,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11211,2025-08-19,2025-12-21,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11212,2025-02-12,2025-12-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11213,2025-09-13,2025-11-21,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11214,2025-09-09,2025-09-17,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11215,2025-09-08,2025-11-25,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11216,2025-11-06,2025-12-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11217,2025-01-05,2025-02-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11218,2025-03-28,2025-10-12,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11219,2025-07-21,2025-11-06,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11220,2025-09-25,2025-11-06,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11221,2025-05-26,2025-10-25,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11222,2025-10-27,2025-12-24,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11223,2025-07-14,2025-08-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11224,2025-01-10,2025-07-17,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11225,2025-04-25,2025-10-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11226,2025-02-15,2025-11-25,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11227,2025-05-16,2025-09-14,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11228,2025-06-26,2025-11-26,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11229,2025-07-22,2025-10-24,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11230,2025-07-04,2025-07-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11231,2025-10-08,2025-12-15,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11232,2025-05-04,2025-05-30,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11233,2025-01-18,2025-11-28,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11234,2025-02-14,2025-02-23,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11235,2025-09-09,2025-09-30,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11236,2025-11-07,2025-11-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11237,2025-04-05,2025-10-23,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11238,2025-08-03,2025-09-03,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11239,2025-08-06,2025-10-28,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11240,2025-04-01,2025-09-05,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11241,2025-03-13,2025-05-25,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11242,2025-09-13,2025-12-06,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11243,2025-01-12,2025-10-25,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11244,2025-12-09,2025-12-14,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11245,2025-08-18,2025-11-10,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11246,2025-01-02,2025-10-03,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11247,2025-03-21,2025-07-08,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11248,2025-11-11,2025-11-17,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11249,2025-02-09,2025-12-17,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11250,2025-03-14,2025-08-03,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11251,2025-03-18,2025-09-12,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11252,2025-04-12,2025-12-29,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11253,2025-07-24,2025-11-26,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11254,2025-08-20,2025-11-04,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11255,2025-06-02,2025-07-16,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11256,2025-05-17,2025-11-11,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11257,2025-03-09,2025-11-25,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11258,2025-11-07,2025-12-06,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11259,2025-08-18,2025-09-03,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11260,2025-02-22,2025-06-23,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11261,2025-04-03,2025-07-31,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11262,2025-03-13,2025-08-05,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11263,2025-02-24,2025-09-11,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11264,2025-06-12,2025-08-04,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11265,2025-05-30,2025-11-10,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11266,2025-07-09,2025-11-09,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11267,2025-09-27,2025-12-25,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11268,2025-12-28,2025-12-29,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11269,2025-03-06,2025-09-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11270,2025-02-24,2025-05-08,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11271,2025-11-23,2025-12-15,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11272,2025-01-21,2025-12-23,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11273,2025-01-04,2025-07-11,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11274,2025-03-17,2025-08-13,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11275,2025-07-16,2025-11-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11276,2025-06-08,2025-12-16,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11277,2025-10-03,2025-12-24,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11278,2025-07-09,2025-08-11,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11279,2025-08-08,2025-08-14,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11280,2025-04-24,2025-05-07,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11281,2025-03-29,2025-10-24,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11282,2025-03-07,2025-08-31,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11283,2025-10-16,2025-12-30,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11284,2025-08-02,2025-11-09,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11285,2025-08-11,2025-09-02,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11286,2025-10-29,2025-12-20,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11287,2025-07-30,2025-12-24,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11288,2025-10-23,2025-12-31,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11289,2025-08-01,2025-09-12,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11290,2025-02-09,2025-11-22,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11291,2025-10-19,2025-11-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11292,2025-12-06,2025-12-08,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11293,2025-04-13,2025-08-26,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11294,2025-06-20,2025-08-05,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11295,2025-03-23,2025-11-06,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11296,2025-05-17,2025-10-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11297,2025-08-28,2025-09-24,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11298,2025-11-12,2025-12-03,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11299,2025-08-10,2025-10-17,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11300,2025-04-20,2025-12-07,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11301,2025-03-07,2025-07-11,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11302,2025-04-24,2025-08-15,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11303,2025-04-14,2025-10-31,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11304,2025-11-13,2025-11-18,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11305,2025-10-19,2025-11-28,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11306,2025-04-18,2025-12-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11307,2025-09-30,2025-12-23,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11308,2025-04-07,2025-06-03,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11309,2025-05-06,2025-08-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11310,2025-06-02,2025-12-09,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11311,2025-08-13,2025-12-14,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11312,2025-09-01,2025-11-21,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11313,2025-06-25,2025-07-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11314,2025-11-05,2025-11-14,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11315,2025-07-20,2025-12-12,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11316,2025-09-27,2025-12-27,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11317,2025-06-26,2025-12-28,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11318,2025-05-08,2025-12-20,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11319,2025-12-04,2025-12-08,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11320,2025-06-28,2025-10-29,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11321,2025-09-28,2025-11-02,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11322,2025-11-06,2025-12-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11323,2025-03-26,2025-09-09,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11324,2025-07-12,2025-09-02,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11325,2025-11-18,2025-12-02,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11326,2025-08-01,2025-11-21,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11327,2025-08-08,2025-11-11,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11328,2025-12-14,2025-12-30,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11329,2025-01-18,2025-02-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11330,2025-11-01,2025-12-16,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11331,2025-02-18,2025-04-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11332,2025-06-27,2025-06-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11333,2025-03-20,2025-12-12,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11334,2025-12-09,2025-12-25,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11335,2025-03-03,2025-06-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11336,2025-09-12,2025-11-21,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11337,2025-02-02,2025-06-26,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11338,2025-12-18,2025-12-22,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11339,2025-06-03,2025-09-30,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11340,2025-09-29,2025-12-11,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11341,2025-06-16,2025-07-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11342,2025-02-06,2025-02-07,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11343,2025-07-05,2025-07-20,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11344,2025-08-19,2025-10-02,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11345,2025-09-22,2025-12-17,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11346,2025-01-04,2025-10-01,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11347,2025-11-14,2025-11-20,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11348,2025-09-27,2025-10-10,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11349,2025-01-28,2025-04-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11350,2025-02-04,2025-11-15,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11351,2025-02-10,2025-06-11,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11352,2025-12-09,2025-12-16,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11353,2025-05-29,2025-07-20,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11354,2025-09-20,2025-10-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11355,2025-07-26,2025-11-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11356,2025-08-26,2025-12-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11357,2025-06-20,2025-08-28,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11358,2025-03-24,2025-11-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11359,2025-02-28,2025-08-07,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11360,2025-09-24,2025-12-19,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11361,2025-02-03,2025-03-14,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11362,2025-10-20,2025-11-01,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11363,2025-10-11,2025-11-17,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11364,2025-06-16,2025-10-16,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11365,2025-04-07,2025-07-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11366,2025-02-02,2025-05-10,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11367,2025-08-22,2025-12-16,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11368,2025-08-24,2025-10-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11369,2025-01-11,2025-12-06,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11370,2025-12-07,2025-12-21,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11371,2025-07-21,2025-11-15,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11372,2025-03-15,2025-12-30,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11373,2025-04-25,2025-05-16,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11374,2025-07-12,2025-09-25,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11375,2025-04-04,2025-10-15,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11376,2025-08-19,2025-09-02,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11377,2025-12-12,2025-12-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11378,2025-12-29,2025-12-30,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11379,2025-05-31,2025-11-10,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11380,2025-08-01,2025-12-11,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11381,2025-10-24,2025-12-08,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11382,2025-01-07,2025-08-23,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11383,2025-01-06,2025-04-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11384,2025-01-16,2025-02-08,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11385,2025-07-16,2025-09-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11386,2025-10-04,2025-11-22,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11387,2025-06-14,2025-11-17,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11388,2025-09-06,2025-12-19,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11389,2025-08-28,2025-09-26,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11390,2025-02-02,2025-06-02,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11391,2025-07-18,2025-08-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11392,2025-07-28,2025-09-29,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11393,2025-08-16,2025-12-17,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11394,2025-09-22,2025-10-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11395,2025-09-29,2025-11-10,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11396,2025-11-25,2025-12-07,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11397,2025-04-05,2025-05-09,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11398,2025-02-15,2025-08-10,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11399,2025-08-25,2025-09-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11400,2025-09-16,2025-10-20,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11401,2025-01-05,2025-10-07,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11402,2025-09-30,2025-10-01,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11403,2025-07-12,2025-09-18,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11404,2025-07-20,2025-12-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11405,2025-04-11,2025-06-15,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11406,2025-02-19,2025-12-07,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11407,2025-10-12,2025-10-24,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11408,2025-05-11,2025-10-24,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11409,2025-07-23,2025-08-04,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11410,2025-10-04,2025-11-29,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11411,2025-01-30,2025-08-11,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11412,2025-07-18,2025-09-26,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11413,2025-07-14,2025-12-27,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11414,2025-03-06,2025-07-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11415,2025-04-10,2025-05-20,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11416,2025-09-19,2025-10-12,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11417,2025-10-15,2025-12-04,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11418,2025-01-18,2025-12-17,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11419,2025-04-05,2025-04-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11420,2025-05-22,2025-10-18,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11421,2025-03-11,2025-03-25,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11422,2025-11-08,2025-12-19,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11423,2025-05-05,2025-08-10,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11424,2025-12-22,2025-12-31,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11425,2025-04-16,2025-05-16,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11426,2025-05-25,2025-07-11,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11427,2025-09-19,2025-09-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-11428,2025-03-28,2025-10-14,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11429,2025-06-05,2025-07-02,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11430,2025-12-03,2025-12-17,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11431,2025-05-08,2025-06-10,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11432,2025-06-27,2025-06-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11433,2025-03-19,2025-07-11,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11434,2025-11-01,2025-12-01,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11435,2025-08-30,2025-10-16,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11436,2025-05-24,2025-12-01,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11437,2025-10-12,2025-12-04,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11438,2025-02-28,2025-03-02,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11439,2025-01-10,2025-04-10,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11440,2025-05-15,2025-05-19,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11441,2025-01-01,2025-10-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11442,2025-05-27,2025-09-23,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11443,2025-03-21,2025-10-13,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11444,2025-06-13,2025-12-21,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-11445,2025-02-25,2025-11-28,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11446,2025-02-06,2025-02-23,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-11447,2025-12-15,2025-12-28,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11448,2025-09-30,2025-12-26,Release 24.6,Q3-2025,Pagos,Digital
PROJ-11449,2025-06-28,2025-11-20,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11450,2025-08-14,2025-09-02,Release 24.9,Q1-2025,Datos,Analytics
PROJ-11451,2025-02-21,2025-10-27,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11452,2025-01-30,2025-09-16,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11453,2025-01-25,2025-07-13,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-11454,2025-02-20,2025-05-23,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-11455,2025-04-12,2025-08-12,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-11456,2025-09-30,2025-12-19,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-11457,2025-05-07,2025-09-08,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-11458,2025-04-16,2025-07-16,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11459,2025-03-20,2025-05-12,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-11460,2025-02-12,2025-04-13,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-11461,2025-03-05,2025-08-27,Release 24.8,Q4-2025,Experiencia Cliente,Growth
